header_capture_month,issuer_name,chip_indicator_uid,product_uid,description,purchase_txn_amt,purchase_txn_cnt
2018-02-01 00:00:00.000000000,Royal Bank,5,1,"Drug Stores, Pharmacies",146324.34,3063
2017-06-01 00:00:00.000000000,CIBC,5,1,Fast Food Restaurants,117179.07,9790
2017-09-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Eating Places, Restaurants",98370.49,3019
2017-06-01 00:00:00.000000000,TD Canada Trust,4,1,"Fuel Dispenser, Automated",0.00,0
2018-10-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Eating Places, Restaurants",42.98,2
2018-06-01 00:00:00.000000000,CIBC,3,1,Fast Food Restaurants,24.64,1
2017-03-01 00:00:00.000000000,CIBC,9,1,Hardware Stores,5802724.08,215775
2016-08-01 00:00:00.000000000,TD Canada Trust,5,1,"Drug Stores, Pharmacies",139200.42,4003
2016-03-01 00:00:00.000000000,Scotiabank,3,1,"Eating Places, Restaurants",84.58,3
2018-04-01 00:00:00.000000000,Royal Bank,9,1,"Fuel Dispenser, Automated",13219342.44,491722
2018-10-01 00:00:00.000000000,TD Canada Trust,2,1,"Eating Places, Restaurants",155.60,21
2016-10-01 00:00:00.000000000,Royal Bank,5,1,"Grocery Stores, Supermarkets",287884.87,6042
2016-02-01 00:00:00.000000000,TD Canada Trust,5,1,"Drug Stores, Pharmacies",284765.78,8111
2017-08-01 00:00:00.000000000,TD Canada Trust,2,1,Hardware Stores,18502.09,596
2016-11-01 00:00:00.000000000,Royal Bank,7,1,Hardware Stores,87750025.92,1058041
2018-09-01 00:00:00.000000000,BMO Bank of Montreal,2,1,Hardware Stores,108.06,3
2017-10-01 00:00:00.000000000,Scotiabank,3,1,"Eating Places, Restaurants",19.74,2
2018-03-01 00:00:00.000000000,TD Canada Trust,3,1,"Drug Stores, Pharmacies",4138.80,48
2017-04-01 00:00:00.000000000,Royal Bank,3,1,Hardware Stores,78216.47,777
2018-11-01 00:00:00.000000000,TD Canada Trust,2,1,"Eating Places, Restaurants",131.43,17
2017-05-01 00:00:00.000000000,Scotiabank,7,1,"Grocery Stores, Supermarkets",37949298.94,869137
2017-12-01 00:00:00.000000000,CIBC,7,1,Fast Food Restaurants,22685276.46,1485235
2017-05-01 00:00:00.000000000,TD Canada Trust,9,1,"Drug Stores, Pharmacies",35830370.46,1797699
2018-07-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Eating Places, Restaurants",6587834.22,356259
2018-11-01 00:00:00.000000000,Royal Bank,7,1,Fast Food Restaurants,21084235.82,1330417
2017-09-01 00:00:00.000000000,Royal Bank,3,1,"Eating Places, Restaurants",42232.27,1081
2016-06-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Fuel Dispenser, Automated",39070463.88,1100473
2017-10-01 00:00:00.000000000,Royal Bank,7,1,"Grocery Stores, Supermarkets",71442119.61,1357060
2016-10-01 00:00:00.000000000,CIBC,9,1,"Grocery Stores, Supermarkets",7004050.33,308276
2016-04-01 00:00:00.000000000,Royal Bank,4,1,"Eating Places, Restaurants",60816.51,2404
2017-02-01 00:00:00.000000000,TD Canada Trust,4,1,"Grocery Stores, Supermarkets",57.00,2
2018-04-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Grocery Stores, Supermarkets",30311499.94,645439
2016-04-01 00:00:00.000000000,TD Canada Trust,4,1,"Eating Places, Restaurants",71225.15,2420
2016-11-01 00:00:00.000000000,Scotiabank,4,1,"Eating Places, Restaurants",217.54,6
2018-11-01 00:00:00.000000000,Royal Bank,3,1,"Grocery Stores, Supermarkets",91601.47,1080
2018-02-01 00:00:00.000000000,BMO Bank of Montreal,9,1,Hardware Stores,3788643.03,134373
2018-09-01 00:00:00.000000000,CIBC,5,1,"Grocery Stores, Supermarkets",180179.06,3251
2016-09-01 00:00:00.000000000,Scotiabank,3,1,"Drug Stores, Pharmacies",84.19,4
2018-11-01 00:00:00.000000000,Scotiabank,9,1,"Grocery Stores, Supermarkets",12117227.50,521253
2017-07-01 00:00:00.000000000,CIBC,2,1,"Drug Stores, Pharmacies",45.24,1
2017-10-01 00:00:00.000000000,Scotiabank,4,1,"Fuel Dispenser, Automated",0.00,0
2017-09-01 00:00:00.000000000,TD Canada Trust,2,1,"Fuel Dispenser, Automated",44.04,133
2016-09-01 00:00:00.000000000,Royal Bank,2,1,"Fuel Dispenser, Automated",5609.65,255
2016-10-01 00:00:00.000000000,CIBC,9,1,Fast Food Restaurants,16735952.62,1665956
2017-11-01 00:00:00.000000000,Royal Bank,2,1,"Grocery Stores, Supermarkets",379.48,13
2017-12-01 00:00:00.000000000,CIBC,3,1,Fast Food Restaurants,30.49,1
2017-04-01 00:00:00.000000000,TD Canada Trust,3,1,"Grocery Stores, Supermarkets",2887.59,50
2018-08-01 00:00:00.000000000,CIBC,5,1,Fast Food Restaurants,63040.19,4310
2016-10-01 00:00:00.000000000,TD Canada Trust,4,1,"Grocery Stores, Supermarkets",99.22,2
2017-02-01 00:00:00.000000000,Royal Bank,9,1,"Fuel Dispenser, Automated",9185847.46,355735
2018-10-01 00:00:00.000000000,Scotiabank,7,1,"Grocery Stores, Supermarkets",35224191.40,765896
2018-05-01 00:00:00.000000000,TD Canada Trust,5,1,"Drug Stores, Pharmacies",119965.71,2671
2019-01-01 00:00:00.000000000,CIBC,7,1,"Fuel Dispenser, Automated",54757602.61,1318052
2016-06-01 00:00:00.000000000,Scotiabank,4,1,Hardware Stores,9220.41,283
2017-04-01 00:00:00.000000000,TD Canada Trust,9,1,Fast Food Restaurants,36519096.76,3580126
2016-12-01 00:00:00.000000000,TD Canada Trust,5,1,Fast Food Restaurants,127636.83,9016
2016-01-01 00:00:00.000000000,Royal Bank,5,1,Fast Food Restaurants,129549.49,9939
2016-09-01 00:00:00.000000000,CIBC,7,1,Fast Food Restaurants,28288505.67,2315032
2018-07-01 00:00:00.000000000,Scotiabank,7,1,Hardware Stores,62332850.91,777970
2017-11-01 00:00:00.000000000,CIBC,5,1,Fast Food Restaurants,88664.96,6753
2018-03-01 00:00:00.000000000,TD Canada Trust,7,1,"Drug Stores, Pharmacies",86322755.42,2120759
2017-03-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Eating Places, Restaurants",87662.75,2764
2017-01-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Fuel Dispenser, Automated",29545896.61,738258
2017-08-01 00:00:00.000000000,Scotiabank,2,1,Fast Food Restaurants,6.08,1
2017-09-01 00:00:00.000000000,TD Canada Trust,5,1,Hardware Stores,269706.67,3173
2017-10-01 00:00:00.000000000,TD Canada Trust,9,1,"Eating Places, Restaurants",10178222.62,714302
2018-09-01 00:00:00.000000000,Royal Bank,3,1,Fast Food Restaurants,21124.72,1768
2017-03-01 00:00:00.000000000,TD Canada Trust,5,1,"Eating Places, Restaurants",197395.12,6348
2016-09-01 00:00:00.000000000,Scotiabank,9,1,"Eating Places, Restaurants",2215532.09,179226
2016-04-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Fuel Dispenser, Automated",33963893.31,1002150
2016-08-01 00:00:00.000000000,BMO Bank of Montreal,3,1,"Fuel Dispenser, Automated",0.00,0
2016-05-01 00:00:00.000000000,BMO Bank of Montreal,4,1,"Eating Places, Restaurants",27241.64,638
2016-09-01 00:00:00.000000000,CIBC,3,1,Fast Food Restaurants,129.11,8
2017-05-01 00:00:00.000000000,CIBC,9,1,Hardware Stores,10295873.43,355711
2017-02-01 00:00:00.000000000,CIBC,9,1,Hardware Stores,4809914.11,180870
2019-01-01 00:00:00.000000000,TD Canada Trust,9,1,Fast Food Restaurants,53035252.79,4854743
2017-12-01 00:00:00.000000000,Scotiabank,9,1,"Fuel Dispenser, Automated",5341734.54,201913
2016-02-01 00:00:00.000000000,Scotiabank,9,1,"Eating Places, Restaurants",1404976.14,122390
2016-07-01 00:00:00.000000000,CIBC,9,1,"Eating Places, Restaurants",2168146.97,160187
2018-03-01 00:00:00.000000000,Scotiabank,7,1,"Eating Places, Restaurants",41607915.24,1166606
2016-02-01 00:00:00.000000000,CIBC,7,1,"Grocery Stores, Supermarkets",36801917.15,896110
2017-09-01 00:00:00.000000000,Royal Bank,4,1,"Eating Places, Restaurants",81.15,2
2017-12-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Hardware Stores,53465477.27,634315
2016-08-01 00:00:00.000000000,Scotiabank,4,1,Fast Food Restaurants,314.39,26
2017-02-01 00:00:00.000000000,Scotiabank,2,1,Fast Food Restaurants,15.71,3
2018-06-01 00:00:00.000000000,CIBC,3,1,"Fuel Dispenser, Automated",0.00,0
2016-10-01 00:00:00.000000000,TD Canada Trust,7,1,"Grocery Stores, Supermarkets",58105135.49,1372852
2016-05-01 00:00:00.000000000,Scotiabank,5,1,"Grocery Stores, Supermarkets",106049.38,2432
2016-03-01 00:00:00.000000000,Royal Bank,4,1,Fast Food Restaurants,36617.99,5405
2016-09-01 00:00:00.000000000,Royal Bank,9,1,Hardware Stores,13164653.64,441195
2017-04-01 00:00:00.000000000,Scotiabank,2,1,"Fuel Dispenser, Automated",138.11,39
2016-10-01 00:00:00.000000000,Scotiabank,9,1,Hardware Stores,4906953.58,181067
2018-04-01 00:00:00.000000000,CIBC,2,1,"Grocery Stores, Supermarkets",457.77,11
2016-09-01 00:00:00.000000000,CIBC,2,1,"Eating Places, Restaurants",4.94,6
2017-03-01 00:00:00.000000000,Royal Bank,2,1,"Grocery Stores, Supermarkets",997.89,24
2016-12-01 00:00:00.000000000,CIBC,5,1,Fast Food Restaurants,120912.19,9097
2018-01-01 00:00:00.000000000,TD Canada Trust,9,1,"Grocery Stores, Supermarkets",17387332.82,800760
2016-10-01 00:00:00.000000000,BMO Bank of Montreal,4,1,"Fuel Dispenser, Automated",74.41,2
2018-09-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Eating Places, Restaurants",7293261.58,399544
2016-12-01 00:00:00.000000000,Royal Bank,3,1,"Eating Places, Restaurants",42628.86,1195
2017-10-01 00:00:00.000000000,CIBC,2,1,"Eating Places, Restaurants",30.04,2
2017-09-01 00:00:00.000000000,Royal Bank,4,1,"Fuel Dispenser, Automated",0.00,0
2019-01-01 00:00:00.000000000,Scotiabank,2,1,"Eating Places, Restaurants",56.64,6
2017-07-01 00:00:00.000000000,Royal Bank,5,1,Fast Food Restaurants,144587.68,10424
2017-08-01 00:00:00.000000000,Scotiabank,5,1,"Fuel Dispenser, Automated",1042.39,35
2018-09-01 00:00:00.000000000,CIBC,9,1,"Drug Stores, Pharmacies",36781463.85,1691969
2018-05-01 00:00:00.000000000,TD Canada Trust,2,1,Hardware Stores,22997.56,723
2016-08-01 00:00:00.000000000,Scotiabank,9,1,"Eating Places, Restaurants",2047296.00,153271
2018-12-01 00:00:00.000000000,Scotiabank,7,1,Fast Food Restaurants,19773824.47,1297455
2018-07-01 00:00:00.000000000,Royal Bank,2,1,"Grocery Stores, Supermarkets",259.73,14
2017-12-01 00:00:00.000000000,Scotiabank,5,1,Fast Food Restaurants,73740.72,5032
2017-03-01 00:00:00.000000000,CIBC,7,1,"Grocery Stores, Supermarkets",55054239.42,1209769
2016-09-01 00:00:00.000000000,Royal Bank,7,1,"Drug Stores, Pharmacies",67033473.34,1655029
2018-10-01 00:00:00.000000000,Scotiabank,3,1,"Fuel Dispenser, Automated",0.00,0
2016-02-01 00:00:00.000000000,CIBC,5,1,Hardware Stores,179860.12,3134
2017-10-01 00:00:00.000000000,CIBC,9,1,"Drug Stores, Pharmacies",28123418.32,1289555
2016-11-01 00:00:00.000000000,Scotiabank,7,1,"Grocery Stores, Supermarkets",31674374.72,760749
2018-03-01 00:00:00.000000000,Scotiabank,5,1,Fast Food Restaurants,65812.75,4650
2017-01-01 00:00:00.000000000,CIBC,9,1,"Grocery Stores, Supermarkets",9726649.40,408023
2016-02-01 00:00:00.000000000,Royal Bank,3,1,"Fuel Dispenser, Automated",444819.23,16167
2018-07-01 00:00:00.000000000,TD Canada Trust,3,1,"Eating Places, Restaurants",941.21,20
2017-06-01 00:00:00.000000000,TD Canada Trust,5,1,Fast Food Restaurants,119936.47,9318
2018-09-01 00:00:00.000000000,Royal Bank,2,1,Hardware Stores,603721.00,4954
2017-01-01 00:00:00.000000000,CIBC,7,1,Hardware Stores,45312177.10,664908
2018-06-01 00:00:00.000000000,Scotiabank,3,1,"Grocery Stores, Supermarkets",120.83,2
2018-11-01 00:00:00.000000000,Royal Bank,5,1,"Fuel Dispenser, Automated",55.69,5
2016-03-01 00:00:00.000000000,TD Canada Trust,7,1,Fast Food Restaurants,42327064.50,3432013
2018-07-01 00:00:00.000000000,TD Canada Trust,4,1,"Fuel Dispenser, Automated",0.00,0
2017-10-01 00:00:00.000000000,Scotiabank,2,1,Fast Food Restaurants,70.45,8
2018-01-01 00:00:00.000000000,TD Canada Trust,2,1,Fast Food Restaurants,149.86,13
2016-03-01 00:00:00.000000000,Royal Bank,7,1,"Fuel Dispenser, Automated",60915825.15,1667925
2018-05-01 00:00:00.000000000,Royal Bank,5,1,Fast Food Restaurants,92388.88,6431
2017-07-01 00:00:00.000000000,Royal Bank,9,1,Hardware Stores,21031380.29,687383
2016-08-01 00:00:00.000000000,TD Canada Trust,9,1,"Drug Stores, Pharmacies",27061235.98,1373814
2019-01-01 00:00:00.000000000,Royal Bank,5,1,"Grocery Stores, Supermarkets",263320.56,4306
2019-01-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Eating Places, Restaurants",7847946.36,421538
2017-11-01 00:00:00.000000000,Royal Bank,9,1,"Fuel Dispenser, Automated",12232699.21,458133
2016-01-01 00:00:00.000000000,Royal Bank,5,1,"Grocery Stores, Supermarkets",255194.28,5207
2016-05-01 00:00:00.000000000,TD Canada Trust,9,1,Hardware Stores,8957213.53,342803
2017-08-01 00:00:00.000000000,Royal Bank,2,1,Fast Food Restaurants,36.71,4
2016-11-01 00:00:00.000000000,TD Canada Trust,2,1,Hardware Stores,15364.36,501
2016-09-01 00:00:00.000000000,CIBC,9,1,Hardware Stores,5413899.76,195708
2018-06-01 00:00:00.000000000,Scotiabank,7,1,Fast Food Restaurants,20879772.96,1530821
2016-02-01 00:00:00.000000000,Royal Bank,7,1,"Drug Stores, Pharmacies",74620808.89,1956178
2017-03-01 00:00:00.000000000,CIBC,5,1,Fast Food Restaurants,105716.54,8485
2016-06-01 00:00:00.000000000,TD Canada Trust,7,1,"Drug Stores, Pharmacies",93495591.70,2539297
2017-07-01 00:00:00.000000000,TD Canada Trust,9,1,Fast Food Restaurants,41579137.28,4072653
2019-01-01 00:00:00.000000000,CIBC,9,1,"Drug Stores, Pharmacies",38083711.61,1712218
2017-06-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Drug Stores, Pharmacies",83143.24,2382
2018-05-01 00:00:00.000000000,CIBC,7,1,"Eating Places, Restaurants",52743696.10,1365678
2016-04-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Eating Places, Restaurants",79392.75,2817
2016-02-01 00:00:00.000000000,Scotiabank,5,1,Hardware Stores,117183.10,1648
2018-07-01 00:00:00.000000000,CIBC,3,1,Fast Food Restaurants,40.22,3
2016-03-01 00:00:00.000000000,TD Canada Trust,4,1,"Drug Stores, Pharmacies",76.26,3
2017-11-01 00:00:00.000000000,TD Canada Trust,7,1,Hardware Stores,106994679.35,1236767
2017-05-01 00:00:00.000000000,Royal Bank,9,1,"Grocery Stores, Supermarkets",27394205.35,1088612
2018-03-01 00:00:00.000000000,CIBC,2,1,"Grocery Stores, Supermarkets",558.29,16
2017-12-01 00:00:00.000000000,Royal Bank,4,1,"Fuel Dispenser, Automated",0.00,0
2016-04-01 00:00:00.000000000,Royal Bank,5,1,Hardware Stores,308848.22,3779
2018-10-01 00:00:00.000000000,CIBC,5,1,"Eating Places, Restaurants",112973.74,3055
2017-04-01 00:00:00.000000000,Scotiabank,3,1,"Eating Places, Restaurants",70.67,2
2016-07-01 00:00:00.000000000,Royal Bank,9,1,"Eating Places, Restaurants",4911943.28,346422
2018-07-01 00:00:00.000000000,TD Canada Trust,9,1,Fast Food Restaurants,54012693.79,5106187
2016-01-01 00:00:00.000000000,Scotiabank,4,1,Fast Food Restaurants,23796.75,3329
2017-12-01 00:00:00.000000000,BMO Bank of Montreal,4,1,"Grocery Stores, Supermarkets",16.05,1
2018-06-01 00:00:00.000000000,Royal Bank,2,1,"Fuel Dispenser, Automated",651.65,173
2016-02-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Drug Stores, Pharmacies",666.41,22
2016-05-01 00:00:00.000000000,Scotiabank,5,1,Hardware Stores,198076.05,2978
2017-08-01 00:00:00.000000000,Royal Bank,7,1,"Drug Stores, Pharmacies",60611080.48,1383890
2017-09-01 00:00:00.000000000,Royal Bank,5,1,"Fuel Dispenser, Automated",2272.82,41
2018-11-01 00:00:00.000000000,Royal Bank,7,1,"Grocery Stores, Supermarkets",63856774.51,1101827
2016-10-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Grocery Stores, Supermarkets",30035012.91,731017
2018-01-01 00:00:00.000000000,Royal Bank,7,1,Hardware Stores,52699582.71,634057
2016-06-01 00:00:00.000000000,CIBC,9,1,"Eating Places, Restaurants",1864606.48,145815
2017-05-01 00:00:00.000000000,Scotiabank,2,1,Fast Food Restaurants,35.45,2
2017-02-01 00:00:00.000000000,CIBC,9,1,"Grocery Stores, Supermarkets",10363089.10,434970
2016-02-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Fuel Dispenser, Automated",27614806.54,863970
2018-10-01 00:00:00.000000000,Scotiabank,7,1,"Eating Places, Restaurants",36161254.97,1017082
2019-01-01 00:00:00.000000000,CIBC,3,1,Fast Food Restaurants,16.84,3
2017-05-01 00:00:00.000000000,TD Canada Trust,9,1,Hardware Stores,11766289.41,453062
2017-05-01 00:00:00.000000000,Royal Bank,9,1,Hardware Stores,20422967.84,665370
2016-06-01 00:00:00.000000000,TD Canada Trust,2,1,"Eating Places, Restaurants",92.67,6
2018-11-01 00:00:00.000000000,Royal Bank,4,1,"Fuel Dispenser, Automated",0.00,0
2017-10-01 00:00:00.000000000,CIBC,4,1,Hardware Stores,20.31,3
2017-04-01 00:00:00.000000000,TD Canada Trust,5,1,Hardware Stores,281751.60,3348
2018-11-01 00:00:00.000000000,Royal Bank,7,1,"Eating Places, Restaurants",56491980.25,1503666
2016-02-01 00:00:00.000000000,TD Canada Trust,2,1,Fast Food Restaurants,37.71,4
2017-09-01 00:00:00.000000000,Scotiabank,2,1,"Grocery Stores, Supermarkets",222.91,11
2018-07-01 00:00:00.000000000,Scotiabank,7,1,Fast Food Restaurants,21414306.39,1529239
2016-12-01 00:00:00.000000000,Royal Bank,9,1,"Grocery Stores, Supermarkets",20559949.69,782559
2016-01-01 00:00:00.000000000,TD Canada Trust,4,1,Hardware Stores,18192.05,502
2016-06-01 00:00:00.000000000,TD Canada Trust,3,1,"Drug Stores, Pharmacies",200808.18,5587
2016-01-01 00:00:00.000000000,TD Canada Trust,4,1,"Grocery Stores, Supermarkets",138166.97,3206
2018-02-01 00:00:00.000000000,CIBC,7,1,"Drug Stores, Pharmacies",43766640.86,1091353
2019-01-01 00:00:00.000000000,Scotiabank,5,1,"Drug Stores, Pharmacies",71188.33,1683
2016-05-01 00:00:00.000000000,Scotiabank,5,1,"Fuel Dispenser, Automated",8127.22,263
2017-12-01 00:00:00.000000000,Scotiabank,4,1,Fast Food Restaurants,30.52,2
2017-09-01 00:00:00.000000000,Scotiabank,5,1,"Eating Places, Restaurants",89252.88,2975
2017-03-01 00:00:00.000000000,Royal Bank,7,1,Fast Food Restaurants,25324118.81,1831307
2017-03-01 00:00:00.000000000,CIBC,7,1,"Drug Stores, Pharmacies",56556991.47,1556869
2017-02-01 00:00:00.000000000,CIBC,2,1,"Drug Stores, Pharmacies",170.58,3
2016-08-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Fuel Dispenser, Automated",36869088.72,1054173
2016-09-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Hardware Stores,40750405.29,587226
2017-03-01 00:00:00.000000000,Scotiabank,3,1,"Fuel Dispenser, Automated",0.00,0
2017-03-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Fast Food Restaurants,18134963.79,1387780
2018-11-01 00:00:00.000000000,Royal Bank,3,1,Hardware Stores,53322.12,500
2018-08-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Grocery Stores, Supermarkets",10626603.46,435012
2016-11-01 00:00:00.000000000,Royal Bank,3,1,Hardware Stores,108980.86,966
2018-12-01 00:00:00.000000000,TD Canada Trust,3,1,Fast Food Restaurants,192.35,19
2018-02-01 00:00:00.000000000,TD Canada Trust,5,1,"Grocery Stores, Supermarkets",175278.40,3664
2017-04-01 00:00:00.000000000,Royal Bank,7,1,Hardware Stores,72590524.52,885546
2017-05-01 00:00:00.000000000,CIBC,7,1,"Drug Stores, Pharmacies",58128800.97,1550714
2018-08-01 00:00:00.000000000,TD Canada Trust,9,1,"Eating Places, Restaurants",17292875.37,1022089
2017-10-01 00:00:00.000000000,Scotiabank,3,1,"Drug Stores, Pharmacies",190.50,4
2016-08-01 00:00:00.000000000,Royal Bank,7,1,Hardware Stores,71420882.86,974669
2016-01-01 00:00:00.000000000,Royal Bank,4,1,"Grocery Stores, Supermarkets",99642.31,2277
2017-02-01 00:00:00.000000000,Scotiabank,7,1,"Fuel Dispenser, Automated",33885418.56,859187
2018-07-01 00:00:00.000000000,CIBC,4,1,"Fuel Dispenser, Automated",0.00,0
2018-11-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Grocery Stores, Supermarkets",81124.29,1612
2017-04-01 00:00:00.000000000,Scotiabank,2,1,"Grocery Stores, Supermarkets",226.86,14
2018-04-01 00:00:00.000000000,Royal Bank,9,1,"Grocery Stores, Supermarkets",30742800.18,1219774
2018-12-01 00:00:00.000000000,BMO Bank of Montreal,5,1,Fast Food Restaurants,42824.02,2672
2018-08-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Grocery Stores, Supermarkets",482.62,6
2017-06-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Fuel Dispenser, Automated",1548.11,51
2018-02-01 00:00:00.000000000,CIBC,5,1,Hardware Stores,113186.54,1405
2016-10-01 00:00:00.000000000,TD Canada Trust,5,1,"Drug Stores, Pharmacies",148731.65,3838
2016-09-01 00:00:00.000000000,TD Canada Trust,3,1,"Grocery Stores, Supermarkets",79690.13,1775
2017-10-01 00:00:00.000000000,Scotiabank,7,1,"Grocery Stores, Supermarkets",37533906.42,845762
2018-01-01 00:00:00.000000000,CIBC,7,1,"Eating Places, Restaurants",44484792.97,1258558
2018-10-01 00:00:00.000000000,Scotiabank,5,1,Hardware Stores,152919.56,1711
2018-04-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Eating Places, Restaurants",78671.09,2262
2018-04-01 00:00:00.000000000,Scotiabank,9,1,"Eating Places, Restaurants",6963716.58,429256
2017-09-01 00:00:00.000000000,CIBC,2,1,"Grocery Stores, Supermarkets",582.71,18
2016-01-01 00:00:00.000000000,TD Canada Trust,7,1,Hardware Stores,62477000.88,956643
2017-04-01 00:00:00.000000000,Royal Bank,5,1,"Fuel Dispenser, Automated",3895.23,132
2016-11-01 00:00:00.000000000,Royal Bank,9,1,"Drug Stores, Pharmacies",38073031.42,1678390
2017-11-01 00:00:00.000000000,Royal Bank,5,1,"Drug Stores, Pharmacies",177761.66,3445
2018-09-01 00:00:00.000000000,CIBC,2,1,"Fuel Dispenser, Automated",0.00,131
2016-04-01 00:00:00.000000000,Scotiabank,4,1,"Fuel Dispenser, Automated",1631924.84,47808
2017-06-01 00:00:00.000000000,CIBC,2,1,"Fuel Dispenser, Automated",47.79,56
2018-05-01 00:00:00.000000000,Scotiabank,9,1,"Fuel Dispenser, Automated",6680257.39,261087
2016-06-01 00:00:00.000000000,Scotiabank,5,1,Hardware Stores,198214.00,2998
2016-02-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Eating Places, Restaurants",28491181.88,915096
2018-01-01 00:00:00.000000000,Royal Bank,2,1,Hardware Stores,443237.78,3597
2017-05-01 00:00:00.000000000,Royal Bank,9,1,"Fuel Dispenser, Automated",11583954.89,460245
2017-11-01 00:00:00.000000000,TD Canada Trust,3,1,"Drug Stores, Pharmacies",2916.03,58
2018-05-01 00:00:00.000000000,Royal Bank,3,1,"Eating Places, Restaurants",25724.98,805
2018-08-01 00:00:00.000000000,Scotiabank,3,1,"Drug Stores, Pharmacies",101.09,2
2017-11-01 00:00:00.000000000,TD Canada Trust,5,1,"Fuel Dispenser, Automated",3277.47,80
2017-03-01 00:00:00.000000000,Scotiabank,9,1,"Grocery Stores, Supermarkets",7424934.98,328862
2017-09-01 00:00:00.000000000,TD Canada Trust,9,1,Fast Food Restaurants,41090461.52,4026707
2018-10-01 00:00:00.000000000,Royal Bank,7,1,"Grocery Stores, Supermarkets",68073170.22,1200927
2016-01-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Fast Food Restaurants,20859650.66,1730852
2017-06-01 00:00:00.000000000,Royal Bank,3,1,Hardware Stores,109700.66,944
2018-04-01 00:00:00.000000000,BMO Bank of Montreal,2,1,Fast Food Restaurants,106.52,12
2018-09-01 00:00:00.000000000,Royal Bank,7,1,"Drug Stores, Pharmacies",55368007.59,1199713
2017-09-01 00:00:00.000000000,TD Canada Trust,5,1,"Grocery Stores, Supermarkets",183001.28,4271
2017-12-01 00:00:00.000000000,Royal Bank,7,1,"Fuel Dispenser, Automated",73510953.89,1648101
2016-09-01 00:00:00.000000000,CIBC,3,1,"Grocery Stores, Supermarkets",105.76,7
2016-05-01 00:00:00.000000000,Royal Bank,7,1,"Drug Stores, Pharmacies",73340199.88,1867904
2017-02-01 00:00:00.000000000,CIBC,3,1,"Grocery Stores, Supermarkets",30.24,1
2018-11-01 00:00:00.000000000,Scotiabank,7,1,"Eating Places, Restaurants",36032592.58,994458
2016-12-01 00:00:00.000000000,CIBC,9,1,"Eating Places, Restaurants",3239955.08,228036
2017-10-01 00:00:00.000000000,Scotiabank,5,1,"Eating Places, Restaurants",99370.98,3181
2016-08-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Grocery Stores, Supermarkets",651.62,17
2016-04-01 00:00:00.000000000,CIBC,5,1,"Fuel Dispenser, Automated",23596.06,792
2016-02-01 00:00:00.000000000,CIBC,9,1,Fast Food Restaurants,7003959.11,728587
2016-10-01 00:00:00.000000000,Royal Bank,4,1,"Eating Places, Restaurants",831.01,28
2016-02-01 00:00:00.000000000,Royal Bank,4,1,"Grocery Stores, Supermarkets",60646.16,1436
2017-11-01 00:00:00.000000000,TD Canada Trust,4,1,Hardware Stores,49.70,2
2017-05-01 00:00:00.000000000,CIBC,9,1,Fast Food Restaurants,23515123.78,2335089
2017-03-01 00:00:00.000000000,BMO Bank of Montreal,3,1,Hardware Stores,10.15,1
2016-06-01 00:00:00.000000000,Royal Bank,5,1,"Fuel Dispenser, Automated",15385.87,494
2016-04-01 00:00:00.000000000,Royal Bank,2,1,"Eating Places, Restaurants",318.73,16
2016-10-01 00:00:00.000000000,TD Canada Trust,4,1,"Drug Stores, Pharmacies",131.34,6
2018-03-01 00:00:00.000000000,BMO Bank of Montreal,3,1,Fast Food Restaurants,9.64,2
2018-04-01 00:00:00.000000000,CIBC,4,1,"Fuel Dispenser, Automated",0.00,0
2017-09-01 00:00:00.000000000,TD Canada Trust,4,1,Hardware Stores,146.77,3
2017-04-01 00:00:00.000000000,Royal Bank,2,1,Hardware Stores,679711.83,5400
2016-01-01 00:00:00.000000000,Royal Bank,2,1,"Eating Places, Restaurants",3001.29,62
2018-12-01 00:00:00.000000000,CIBC,5,1,"Fuel Dispenser, Automated",0.00,1
